datefield,publisher,title,edition,place,issuance,first_pdf,number_volumes,identifier,fulltext_filename,type,genre
1683.0,London,"The Duke of Guise. A tragedy. Acted by their Majesties Servants. Written by Mr. Dryden, and Mr. Lee",,R. Bentley; J. Tonson; printed by T. H,monographic,lsidyv32d129b5,1,000987705,000987705_01_text.json,tragedy,Drama
1687.0,London,"[The Duke of Guise. A tragedy. Acted by their Majesties Servants. Written by Mr. Dryden, and Mr. Lee.]",[Another edition.],enk,monographic,lsidyv3a5841af,1,000987706,000987706_01_text.json,tragedy,Drama
1775.0,,"Songs, Duets, Trios, etc. in the Duenna; or, Double Elopement [by R. B. Sheridan.]. Sixth edition",,London,monographic,lsidyv3679bec1,1,000996205,000996205_01_text.json,song,Music
1885.0,John & Robert Maxwell,"[The Story of Denise; or, Love and Retribution. [Cuttings from the New York “Sunday Mercury” containing the novel by H. Ll. Williams founded on the play by Dumas. Together with cuttings from French newspapers relating to the production of the play.]]",[Another edition.],London,monographic,lsidyv3ccdf287,1,001002770,001002770_01_text.json,play,Drama
1841.0,Longman & Co.,"The History of Guernsey; with occasional notices of Jersey, Alderney, and Sark, and biographical sketches",,London,monographic,lsidyv3c4bbd67,1,001005994,001005994_01_text.json,story,Prose
1894.0,Cassell & Co.,"Old and New Paris. Its history, its people, and its places ... With numerous illustrations",,London,monographic,lsidyv3bbac19d,1,001041515,001041515_01_text.json,story,Prose
1760.0,J. Baskerville,"Edwin and Emma [a poem, by D. Mallet]. (Extract of a letter from the curate of Bowes in Yorkshire, on the subject of the poem by David Black.)",,Birmingham,monographic,lsidyv3706a877,1,001043208,001043208_01_text.json,poet,Poetry
1841.0,,"The Tragedy of the Seas; or sorrow on the ocean, lake and river, from shipwreck, plague, fire and famine",,New York,monographic,lsidyv3cb7f1da,1,001061079,001061079_01_text.json,tragedy,Drama
1874.0,,"[Rump: or an exact collection of the choycest poems and songs relating to the late times. By the most eminent wits, from anno 1639 to anno 1661.]",[Another edition. A reprint of the edition of 1662.],London,monographic,lsidyv3070c6d7,1,001087806,001087806_01_text.json,song,Music
1873.0,,"Abstract of the Reports of the Surveys, and of other geographical operations in India, for 1871/72-(1877/78)",,London,monographic,lsidyv3cc5e024,2,001110429,001110429_01_text.json,opera,Music
1851.0,E. Lloyd,"Evelina, the Pauper's Child: or Poverty, crime, and sorrow. A romance ... by the author of “Ela the Outcast” [i.e. Thomas Peckett Prest], etc. [With illustrations.]",,London,monographic,lsidyv39833142,1,001179824,001179824_01_text.json,romance,Prose
1884.0,W. Pollard,Devonshire Scenery: its inspiration in the prose and song of various authors. Edited by ... W. E. L.P,,Exeter,monographic,lsidyv3c22b64c,1,001180997,001180997_01_text.json,song,Music
1876.0,,Exotica. [Poems. By W. E. A. Axon.],,,monographic,lsidyv35f49406,1,001184363,001184363_01_text.json,poet,Poetry
1879.0,S. Tinsley & Co.,"How I volunteered for 'the Cape,' and what I did there. Being a short history of eight months' service with the Frontier Light Horse operating against the Kafirs, etc",,London,monographic,lsidyv374a37dd,1,001215877,001215877_01_text.json,opera,Music
1848.0,,"Coopers' Company, London. Historical memoranda, charters, documents, and extracts from the records of the Corporation and the books of the Company. 1396-1848",,London,monographic,lsidyv306fcd7e,1,001240069,001240069_01_text.json,opera,Music
1895.0,A. Gardner,Curious Episodes in Scottish History,,Paisley,monographic,lsidyv38b6ae2c,1,001245344,001245344_01_text.json,ode,Poetry
1890.0,W. H. Allen & Co.,"Famous Elizabethan Plays, expurgated and adapted for modern readers by H. M. F. [“The Shoemaker's Holiday.” By T. Dekker. “The Knight of the Burning Pestle.” By F. Beaumont and J. Fletcher. “Epicœne; or the Silent Woman.” By Ben Jonson. “A new Way to pay Old Debts.” By P. Massinger. “Perkin Warbeck.” By J. Ford. “The Two Noble Kinsmen.” By J. Fletcher and W. Shakspere.]",,London,monographic,lsidyv35e8a790,1,001246458,001246458_01_text.json,play,Drama
1874.0,,"The Maid of Florence; or, a Woman's Vengeance. A tragedy in five acts [and in verse]",,London,monographic,lsidyv35e87a54,1,001256889,001256889_01_text.json,tragedy,Drama
1827.0,Dublin,"The flowers of British song, comprising all the popular sentimental songs, duets, glees, etc",,J. Wiseheart,monographic,lsidyv3861763f,1,001258834,001258834_01_text.json,song,Music
1892.0,S. Sonnenschein and Co.,Had I but Known. [A story.],,London,monographic,lsidyv38e4a351,1,001268806,001268806_01_text.json,story,Prose
1892.0,"Digby, Long & Co.",Passion's Aftermath. A dramatic story,,London,monographic,lsidyv38e58d38,1,001276154,001276154_01_text.json,play,Drama
1846.0,,"History of the old township of Dunstable, etc",,Nashua,monographic,lsidyv380480b5,1,001281257,001281257_01_text.json,story,Prose
1877.0,,"[The History of the Norman Conquest of England, its causes and its results.]","Third edition, revised. vol. 1, 2.",Oxford,monographic,lsidyv386a29a7,2,001318305,001318305_01_text.json,story,Prose
1889.0,"Deighton, Bell & Co.",Jericho. The Seatonian Prize Poem for 1888,,Cambridge,monographic,lsidyv36b2961d,1,001318406,001318406_01_text.json,poet,Poetry
1833.0,,"Emigration. Copy of a letter, from Mr. J. F. presiding at Goderich, Lake Huron, Upper Canada ... containing useful information respecting that country",,Framlingham,monographic,lsidyv37143804,1,001318543,001318543_01_text.json,ode,Poetry
1891.0,Smith & Botwright,"In the Middle Watch: a tale of the sea. (For recitation or reading, etc.)",,London,monographic,lsidyv35f49d21,1,001344776,001344776_01_text.json,recitation,Drama
1757.0,,"Isabella: or, the Fatal Marriage; a play ... alter'd from Southern",,London,monographic,lsidyv36d00c2a,1,001370298,001370298_01_text.json,play,Drama
1776.0,,"Garrick's Looking Glass: or, the art of rising on the Stage; a poem, in three cantos, decorated with dramatic characters. By the author of *****",,London,monographic,lsidyv3062b1ef,1,001370329,001370329_01_text.json,play,Drama
1869.0,,"[Varieties of Irish History from ancient and modern sources, etc.]",[Another edition.],Dublin,monographic,lsidyv2b66a93e,1,001372979,001372979_01_text.json,ode,Poetry
1820.0,,"Letters from Germany and Holland, during the years 1813-14; containing a detailed account of the operations of the British army in those countries, and of the attacks upon Antwerp and Bergen-op-Zoom, by the troops under the command of Gen. Sir. T. Graham, K.B",,London,monographic,lsidyv2b16af00,1,001405985,001405985_01_text.json,opera,Music
1882.0,Reeves & Turner,"History made easy: an epitome of English History, etc",,London,monographic,lsidyv389d6407,1,001416736,001416736_01_text.json,story,Prose
1826.0,,Poems,,Newcastle,monographic,lsidyv36274a55,1,001421662,001421662_01_text.json,poet,Poetry
1888.0,Petherick & Co.,"The Colony of New Zealand. Its history, vicissitudes and progress",,London,monographic,lsidyv370eb179,1,001432129,001432129_01_text.json,story,Prose
1872.0,Jarrold and Sons,"The Norfolk garland: a collection of the superstitious beliefs and practices, proverbs, curious customs, ballads and songs, of the people of Norfolk, as well as anecdotes, etc",,London,monographic,lsidyv317c3808,1,001441698,001441698_01_text.json,song,Music
1875.0,,The Campaign of 1870-71. Operations of the German Engineers and “Technical Troops” during the Franco-German War of 1870-71. ... Translated from the German by ... G. Graham. ... With ... Maps,,London,monographic,lsidyv316872aa,1,001449461,001449461_01_text.json,opera,Music
1836.0,,"A luminous guide for the British cooperative forces in Spain ... with particular information relative to the Basque Provinces [followed by an English and Spanish, and an English, Spanish and Basque vocabulary], etc",,Bayonne,monographic,lsidyv3bfa0620,1,001450682,001450682_01_text.json,opera,Music
1815.0,,"A history of the British Islands ... from the earliest accounts to the present time, etc",,Dublin,monographic,lsidyv3e24f831,2,001466752,001466752_01_text.json,story,Prose
1892.0,Methuen & Co.,The Tragedy of the Cæsars. A study of the characters of the Cæsars of the Julian and Claudian houses. [Illustrated.],,London,monographic,lsidyv37348e64,1,001476310,001476310_01_text.json,tragedy,Drama
1818.0,,"The Campaign of 1815; or, a narrative of the military operations which took place in France and Belgium during the Hundred Days, etc",,London,monographic,lsidyv37557aa8,1,001476998,001476998_01_text.json,opera,Music
1849.0,,"A Discourse delivered before the Rhode-Island Historical Society, etc",,Providence,monographic,lsidyv38c6cb7b,1,001501180,001501180_01_text.json,ode,Poetry
1857.0,,Rain and Rivers; or Hutton and Playfair against Lyell and all comers,,London,monographic,lsidyv3ccaf27b,1,001503244,001503244_01_text.json,play,Drama
1866.0,,[Rain and Rivers; or Hutton and Playfair against Lyell and all comers.],Second edition.,London,monographic,lsidyv3be05548,1,001503245,001503245_01_text.json,play,Drama
1880.0,W. H. Allen & Co.,Colonel Grodekoff's Ride from Samarcand to Herat ... [Translated] by C. Marvin,,London,monographic,lsidyv392cacc2,1,001519501,001519501_01_text.json,ode,Poetry
1671.0,,The Womens Conquest. A tragicomedy [in five acts and in verse]. ...Written by the Honourable E[dward] H[oward],,London,monographic,lsidyv33530951,1,001552331,001552331_01_text.json,comedy,Drama
1895.0,“Birmingham News” & Printing Co.,"A History of West Bromwich ... Reprinted from “Midland Sun,” etc",,Birmingham,monographic,lsidyv3bdabbe7,1,001557093,001557093_01_text.json,story,Prose
1897.0,"Ascherberg, Hopwood & Crew",The geisha,,enk,monographic,lsidyv350982f7,1,001571051,001571051_01_text.json,play,Drama
1895.0,A. C. Hamlin,"The History of Mount Mica of Maine, U.S.A., and its wonderful deposits of matchless Tourmalines. [With plates.]",,"Bangor, Ma",monographic,lsidyv3bc37e36,1,001580764,001580764_01_text.json,lines,Poetry
1826.0,,"Ancient Irish Deeds and Writings chiefly relating to Landed Property, from the twelfth to the seventeenth century: with translations, notes, and a preliminary essay",,Dublin,monographic,lsidyv36157c2c,1,001591828,001591828_01_text.json,opera,Music
1828.0,,"A description of a series of Illustrations to G. P. H.'s Manuscript History of The Princes of Wales, from the time of Edward of Caernarvon, to the present Sovereign of England",,London,monographic,lsidyv36bdc779,1,001592028,001592028_01_text.json,story,Prose
,,Thomas Hardy's works,,,monographic,lsidyv39e3b7f5,1,001593978,001593978_01_text.json,comedy,Drama
1876.0,London,"The hand of Ethelberta. A comedy in chapters ... With eleven illustrations [by George Du Maurier], etc",,"Smith, Elder & Co",monographic,lsidyv3b375746,2,001594129,001594129_01_text.json,comedy,Drama
1812.0,,"An account of the Islands of Walcheren and South Beveland ... describing the ... operations of His Majesty's army during the siege of Flushing, etc",,Dublin,monographic,lsidyv3bc3a0a4,1,001595516,001595516_01_text.json,opera,Music
1893.0,Cassell & Co.,The Shadow of a Song. [A novel.],,London,monographic,lsidyv38e80292,1,001596609,001596609_01_text.json,song,Music
1833.0,,"[The new Harrogate Guide: being a concise ... history of what is most remarkable in that neighbourhood, etc.]",Sixth edition.,Harrogate,monographic,lsidyv32c5cf3c,1,001604683,001604683_01_text.json,story,Prose
1823.0,,"Durazzo: a tragedy, in five acts, [in verse.]",,London,monographic,lsidyv3679b67b,1,001626894,001626894_01_text.json,tragedy,Drama
1874.0,,"The Campaign of 1870-71. Operations of the I. Bavarian Army Corps, under General Von der Tann. Compiled from the Bavarian official records, by ... H. H. ... Translated by ... G. S. Schwabe ... With ... maps",,London,monographic,lsidyv32c647c6,2,001646777,001646777_01_text.json,opera,Music
1873.0,,"The early and later History of Petroleum, with ... facts in regard to its development in Western Pennsylvania. ... Also life sketches of pioneer and prominent operators, etc",,Philadelphia,monographic,lsidyv3ca45848,1,001654592,001654592_01_text.json,opera,Music
1896.0,Geo. Jones & Son,The Story of a Trip to Switzerland of Seven Birmingham Men ... Supplemented in verse by an old friend. Illustrated. [With portraits.],,Birmingham,monographic,lsidyv358a0e4a,1,001656017,001656017_01_text.json,verse,Poetry
1794.0,,"The Captive Monarch. A Tragedy, in five acts [and in verse]",,London,monographic,lsidyv3679b1f5,1,001675057,001675057_01_text.json,tragedy,Drama
1881.0,A. A. Graham & Co.,"History of Licking County, O. Its past and present. Containing a ... history of Ohio [by A. A. Graham]; ... a complete history of Licking County; ... a history of its soldiers in the late war [by C. D. Miller] ... Compiled by N. N. H. Illustrated",,"Newark, Ohio",monographic,lsidyv358cc85f,1,001684860,001684860_01_text.json,story,Prose
1878.0,"App. ci. Payot, Upham & Co.","The Hand-book to Arizona: its resources, history ... and scenery. ... Illustrated. Accompanied with a new map of the territory",,San Francisco,monographic,lsidyv2b67d504,1,001689786,001689786_01_text.json,story,Prose
1895.0,D. Appleton & Co.,The Story of the West Series. Edited by Ripley Hitchcock,,New York,monographic,lsidyv3740e294,1,001694644,001694644_01_text.json,story,Prose
1794.0,,"Love's Frailties: a comedy in five acts [in prose], etc",,London,monographic,lsidyv3679a577,1,001710613,001710613_01_text.json,comedy,Drama
1858.0,,[The Poetical Works of the late A. J. Hollingsworth with the life of the author. vol. 1.],Second edition. Edited by G. Sexton. vol. 1.,London,monographic,lsidyv35c4bb17,1,001714563,001714563_01_text.json,poet,Poetry
1775.0,,"Cleonice, Princess of Bithynia; a tragedy [in five acts and in verse]",,London,monographic,lsidyv3679944f,1,001728296,001728296_01_text.json,tragedy,Drama
1889.0,P. W. Ziegler & Co.,"Ancient and Modern Germantown, Mount Airy, and Chestnut Hill",,Philadelphia,monographic,lsidyv370066ef,1,001741394,001741394_01_text.json,ode,Poetry
1864.0,,"History of Duryée's Brigade, during the Campaign in Virginia under Gen. Pope, and in Maryland under Gen. McClellan, in the Summer and Autumn of 1862",,Albany,monographic,lsidyv38d5235f,1,001742292,001742292_01_text.json,story,Prose
1882.0,Minnesota Historical Company,"History of Houston County, including explorers and pioneers of Minnesota and outline history of the State of Minnesota, by ... E. D. Neill; also Sioux Massacre of 1862, and State Education, by C. S. Bryant",,Minneapolis,monographic,lsidyv34f70253,1,001744416,001744416_01_text.json,story,Prose
1852.0,,"Historical Collections of Ohio; containing a collection of the most interesting facts, traditions, biographical sketches, anecdotes, etc. relating to its general and local history: with descriptions of its counties, principal towns and villages, etc",,Cincinnati,monographic,lsidyv306769f1,1,001748051,001748051_01_text.json,story,Prose
1865.0,J. G. Gregory,Forest Pictures in the Adirondacks. With Original Poems by Alfred B. Street,,New-York,monographic,lsidyv35b26eec,1,001750017,001750017_01_text.json,poet,Poetry
1802.0,,"The History of England to the Revolution in 1688. New edition, with the author's last corrections, etc",,London,monographic,lsidyv38b26de0,8,001765206,001765206_01_text.json,story,Prose
1888.0,"Little, Brown, and Co.","A Century of Town Life: a history of Charlestown, Massachusetts, 1775-1887. With ... plans and views",,Boston [Mass.],monographic,lsidyv37283e4c,1,001769555,001769555_01_text.json,story,Prose
1794.0,,The Wedding Day; a comedy in two acts [and in prose],,London,monographic,lsidyv3679a1c9,1,001793956,001793956_01_text.json,comedy,Drama
1836.0,,On the whole doctrine of final causes: a dissertation ... with an introductory chapter on the character of modern Deism,,London,monographic,lsidyv2ea716bb,1,001820117,001820117_01_text.json,ode,Poetry
1816.0,,"Official correspondence with the Department of War, relative to the military operations of the American Army under the command of Major-General Izard on the northern frontier of the United States, in the years 1814 and 1815",,Philadelphia,monographic,lsidyv3821a4a5,1,001831273,001831273_01_text.json,opera,Music
1692.0,,The Jacobite Conventicle. A poem [By Richard Ames],,London,monographic,lsidyv3706ab53,1,001837830,001837830_01_text.json,poet,Poetry
1897.0,B. H. Blackwell,Leisure Hour Lyrics,,Oxford,monographic,lsidyv35f491c3,1,001845847,001845847_01_text.json,lyric,Poetry
1800.0,,"Providence Displayed: or, the remarkable adventures of Alexander Selkirk, who lived four years and four months by himself, on the island of Juan Fernandez ... To which is added a supplement, containing the history of P. Serrano, E. How, and others left in similar situations",,Bristol,monographic,lsidyv38f7eb71,1,001847031,001847031_01_text.json,play,Drama
1736.0,,"Father Francis and Sister Constance, a Poem, from a Story in the Spectator. And Chess: a Poem, translated into English from Vida",,London,monographic,lsidyv3c34e3f3,1,001859821,001859821_01_text.json,poet,Poetry
1889.0,W. Smith & Innes,Half-hour Plays. Rumpelstilskin and other plays from old fairy tales. Adapted either for the village school or the drawing-room. By Amabel Jenner,,London,monographic,lsidyv35e8df0c,1,001863082,001863082_01_text.json,play,Drama
1892.0,H. Cox,"An Anecdotal History of the British Parliament ... Third edition with additions, etc",,London,monographic,lsidyv3886bae7,1,001863412,001863412_01_text.json,story,Prose
1880.0,D. W. Ensign & Co.,"History of Allegan and Barry Counties, Michigan, with illustrations and biographical sketches of their prominent men and pioneers",,Philadelphia,monographic,lsidyv35ce511e,1,001884498,001884498_01_text.json,story,Prose
1874.0,D. Appleton and Co.,"Narrative of Military Operations directed, during the late war between the States, by J. E. Johnston ... Illustrated, etc",,New York,monographic,lsidyv38d861cb,1,001889000,001889000_01_text.json,opera,Music
1817.0,J. Reid and J. Wilson,"The history of Berwick-upon-Tweed and its vicinity. To which is added a correct copy [or rather, translation] of the Charter granted to that borough",,Berwick,monographic,lsidyv3c3714b3,1,001889987,001889987_01_text.json,story,Prose
1871.0,Printed for private circulation,A Modern Pilgrimage. [A tour in Palestine.] By H. M. M. K[nipe],,London,monographic,lsidyv3938efd9,1,001916949,001916949_01_text.json,ode,Poetry
1832.0,,"Moral Plays; viz. Keep your Temper! or Know whom you marry; a comedy; the Fate of Ivan, an historical tragedy [each in five acts and in prose]; and Miss Betsy Bull, or the Johnnies in Spain, a melodrama [in three acts and prose]. By a Lady [who subscribes herself H. St. A. K., i.e. H. St. A. Kitching]",,London,monographic,lsidyv349b376a,1,001916959,001916959_01_text.json,melody,Music
1842.0,William Pickering,"Io triumphe! A song of victory on our glorious entry into Cabul; to which is added, the Massacre of Cabul. [By C. J. Cruttwell.]",,London,monographic,lsidyv35c5f0d1,1,001917765,001917765_01_text.json,song,Music
1891.0,,Looking Glass for my Poli-comedie actors in Europe. Being personal history of an Indian's Tour from Moscow to Birmingham,,Bombay,monographic,lsidyv3ce84653,1,001920080,001920080_01_text.json,comedy,Drama
1851.0,T. E. Bradley,The Rev. George Keasley's Second Letter to the Editor of the “Yorkshire Gazette” [on the question of Popery],,Leeds,monographic,lsidyv3014f623,1,001937922,001937922_01_text.json,opera,Music
1882.0,Hurst and Blackett,"My Old Playground revisited, a tour in Italy in the spring of 1881",,London,monographic,lsidyv3c096e27,1,001948469,001948469_01_text.json,play,Drama
1772.0,,"A letter to D. Garrick. ... The second edition. (Love in the Suds; a town eclogue. Being the lamentation of Roscius for the loss of his Nyky. ... With annotations by the editor [or rather Author, W. K.,]; and an Appendix, containing queries and answers relative to the personal satisfaction pretended to have been required of the Author of the above Eclogue, by ... Roscius.) [A satire upon David Garrick and Isaac Bickerstaffe.]",,London,monographic,lsidyv2afc3b3c,1,001950497,001950497_01_text.json,satire,Prose
1886.0,D. Appleton & Co.,The Rear-Guard of the Revolution. [A history of the part played by Carolina and other Southern States in the American War of Independence.] By E. K,,New York,monographic,lsidyv38c51595,1,001975731,001975731_01_text.json,play,Drama
1881.0,Kegan Paul & Co.,"The New Playground; or, wanderings in Algeria",,London,monographic,lsidyv3c5dbe47,1,001992149,001992149_01_text.json,play,Drama
1883.0,Kegan Paul & Co.,"[The New Playground; or, wanderings in Algeria.]",Second edition.,London,monographic,lsidyv3c5e20bc,1,001992150,001992150_01_text.json,play,Drama
1825.0,"Kingsbury, Parbury and Allen","Journals of the Sieges of the Madras Army in the years 1817, 1818, and 1819. With observations on the system according to which such operations have usually been conducted in India, etc",,London,monographic,lsidyv3677b490,1,002055563,002055563_01_text.json,opera,Music
1821.0,,"The University and City of Oxford; displayed in a series of seventy-two views, drawn and engraved by J. and H. S. Storer. Accompanied with a dialogue, after the manner of Castiglione by R. L., etc",,London,monographic,lsidyv301ddca0,1,002081122,002081122_01_text.json,play,Drama
1878.0,,"Sybil: or, the Last of the Barons. An historical drama, in three acts [and in verse]",,London,monographic,lsidyv35e8c069,1,002110782,002110782_01_text.json,play,Drama
1892.0,Lovell & Coryell,Vanitas. Polite stories,,New York,monographic,lsidyv38e04a81,1,002111607,002111607_01_text.json,story,Prose
1839.0,E. Baines & Sons,"Catalogue of the Exhibition of Paintings, Curiosities, Models, Apparatus, ... for the Benefit of the Mechanics' Institution, etc. (Fourth thousand.)",,Leeds,monographic,lsidyv35fe9135,1,002112125,002112125_01_text.json,ode,Poetry
1841.0,Hobson and Smiles,"An Abstract of Accounts for fourteen years ending Whitsuntide, 1840 ... relative to Property under the management of the Pious Use Trustees, etc",,Leeds,monographic,lsidyv3c347a87,1,002112441,002112441_01_text.json,opera,Music
1815.0,-197. W. Lindsell,Juvenile Poems. (Verses.-Domestic Verses.),,London,monographic,lsidyv363c258d,1,002121650,002121650_01_text.json,verse,Poetry
1803.0,J. Johnson,"[A Rough Sketch of Modern Paris, etc. [By J. G. L.]]",Second edition.,London,monographic,lsidyv3c02c10f,1,002126316,002126316_01_text.json,ode,Poetry
1896.0,Kegan Paul & Co.,How we made Rhodesia,,London,monographic,lsidyv3c94dbfc,1,002134702,002134702_01_text.json,ode,Poetry
1894.0,Chappell & Co.,"Alonzo the Brave and the Fair Imogene. Choral Ballad. Words by M. G. Lewis from “The Monk,” etc",,London,monographic,lsidyv35f4b596,1,002157157,002157157_01_text.json,ballad,Poetry
1899.0,"Digby, Long & Co.",A Comedy of the Cloth. A novel,,London,monographic,lsidyv35476a9f,1,002157948,002157948_01_text.json,comedy,Drama
1835.0,,"Lincolnshire in 1835, with the rivers Humber, Trent and Witham, displayed in a series of views, ... accompanied by an explanatory ... description [by M. Saunders]",,Lincoln,monographic,lsidyv393d8d14,1,002171669,002171669_01_text.json,play,Drama
1801.0,,"Elements of Natural History; being an introduction to the Systema Naturae of Linnaeus comprising the character of the whole genera, and most remarkable species, particularly of ... natives of Britain",,London,monographic,lsidyv392ae965,1,002178109,002178109_01_text.json,story,Prose
1748.0,,Lionel and Clarissa. A comic opera [in three acts. By I. Bickerstaffe],,London,monographic,lsidyv38825cdf,1,002179454,002179454_01_text.json,opera,Music
1843.0,James Maynard,Report of the East India Committee of the Colonial Society on the causes and consequences of the Military operations in China,,London,monographic,lsidyv37c80078,1,002226634,002226634_01_text.json,opera,Music
1852.0,,Industrial Instruction on the Continent. Being the introductory lecture of the Session 1852-1853. By Lyon Playfair,,London,monographic,lsidyv3ca6c267,1,002243305,002243305_01_text.json,play,Drama
1890.0,Historical Publishing Co.,"[Modern London: the World's Metropolis. An epitome of results, Business Men and Commercial Interests, Wealth and Growth, etc.]",[Another edition.],London,monographic,lsidyv3c15c6a4,1,002251621,002251621_01_text.json,ode,Poetry
1859.0,Longmans & Co.,"Lectures on the History of England, etc. Lectures I.-V",,London,monographic,lsidyv37bd8d02,1,002255687,002255687_01_text.json,story,Prose
1866.0,George W. Childs,"Pictorial History of the Civil War in the United States of America. By B. J. Lossing. Illustrated by many hundred engravings on wood, by Lossing and Barritt, etc",,Philadelphia,monographic,lsidyv38ad4038,3,002263922,002263922_01_text.json,story,Prose
1850.0,,"[Seventeenhundred and seventysix, or the War of Independence; a history of the Anglo-Americans, from the period of the Union of the Colonies against the French, to the inauguration of Washington, the first President of the United States of America.]",New edition.,New York,monographic,lsidyv38d1e880,1,002263925,002263925_01_text.json,story,Prose
1845.0,,"On the Domesticated Animals of the British Islands: comprehending the natural and economical history of species and varieties; the description of the properties of external form, and observations on the principles and practice of breeding",,"London, Edinburgh [printed]",monographic,lsidyv3be0401b,1,002271099,002271099_01_text.json,opera,Music
1816.0,,"Description of a model of the Roman Colosseum in its original state ..., executed by C. Lucangeli, and ... completed by P. Dalbono",,London,monographic,lsidyv3c513c74,1,002275287,002275287_01_text.json,ode,Poetry
1845.0,,"The causes and consequences of National Revolutions among the ancients and the moderns compared. A prize essay, etc",,London,monographic,lsidyv379f7b28,1,002276675,002276675_01_text.json,ode,Poetry
1898.0,"Deighton, Bell & Co.","The Mount of Olives: a poem which obtained the Seatonian prize in the University of Cambridge, 1897",,Cambridge,monographic,lsidyv38ba8c3a,1,002287006,002287006_01_text.json,poet,Poetry
1892.0,W. S. Fortey,The Lyric Songster. Containing a choice collection of the latest and most popular songs now being sung,,London,monographic,lsidyv388c6eba,1,002296243,002296243_01_text.json,song,Music
1882.0,M. H. Gill & Son,Poems,,Dublin,monographic,lsidyv35e195df,1,002304750,002304750_01_text.json,poet,Poetry
1851.0,,"The Escape, or, Loiterings amid the Scenes of Story and Song",,Boston,monographic,lsidyv3cacbfff,1,002313563,002313563_01_text.json,song,Music
1844.0,,"[History of Ireland, ancient and modern. Translated ... by P. O'Kelly.]",[Another edition.],Dublin,monographic,lsidyv38a2b060,1,002314450,002314450_01_text.json,ode,Poetry
1881.0,A. L. Bancroft & Co.,"History of the Donner Party. A tragedy of the Sierra ... Fourth edition, illustrated",,San Francisco,monographic,lsidyv3705bef7,1,002315082,002315082_01_text.json,tragedy,Drama
1852.0,,[The Scenery and Poetry of the English Lakes. A summer ramble. With illustrations.],Second edition.,London,monographic,lsidyv32c4bac5,1,002319957,002319957_01_text.json,poet,Poetry
1898.0,W. Briggs,Thayendanegea: an historico-military drama,,Toronto,monographic,lsidyv35e89344,1,002322660,002322660_01_text.json,play,Drama
1883.0,Warne & Co.,"[A history of the people of the United States, from the Revolution to the Civil War.]",Third edition. vol. 1.,London,monographic,lsidyv38d844d7,1,002329099,002329099_01_text.json,story,Prose
1888.0,W. Scott,"[Jacobite Songs and Ballads ... Edited, with notes ... by G. S. MacQuoid.]",[Another edition.],London,monographic,lsidyv35c434e5,1,002333264,002333264_01_text.json,song,Music
1852.0,s.n.],Siam,,Calcutta,monographic,lsidyv391aedf9,1,002356835,002356835_01_text.json,ode,Poetry
1878.0,Co-operative Printing Society,The co-operative and general guide to Manchester and Salford. Alphabetically arranged,,Manchester,monographic,lsidyv34f076b1,1,002362553,002362553_01_text.json,opera,Music
1830.0,,"Narrative of the Naval Operations in Ava, during the Burmese War, in ... 1824, 1825 and 1826. (Addenda et corrigenda.-Appendix.)",,London,monographic,lsidyv36783156,1,002394942,002394942_01_text.json,opera,Music
1881.0,Marcus Ward & Co.,An Unlessoned Girl. [A novel.],,London; Belfast [printed],monographic,lsidyv353adbbc,2,002401154,002401154_01_text.json,novel,Prose
1894.0,W. Blackwood & Sons,"Madonna Pia, a tragedy and three other dramas. Written and translated by Sir Theodore Martin",,Edinburgh,monographic,lsidyv34ed4448,1,002401931,002401931_01_text.json,tragedy,Drama
1864.0,,"The Court Martial: a satirical drama [in two acts, in prose and verse]. By Martinet",,London,monographic,lsidyv35e858d5,1,002403420,002403420_01_text.json,play,Drama
1850.0,,"Message from the Governor of Maryland [Philip Francis Thomas] transmitting the reports of the Joint Commissioners, and of Lt. Col. Graham, U. S. Engineers, in relation to the intersection of the boundary lines of the States of Maryland, Pennsylvania, and Delaware",,Washington,monographic,lsidyv36cd7b60,1,002410789,002410789_01_text.json,lines,Poetry
1840.0,,"Continental India. Travelling sketches and historical recollections, illustrating the antiquity, religion, and manners of the Hindoos, the extent of British Conquests, and the progress of missionary operation",,London,monographic,lsidyv2c21bfa9,2,002416684,002416684_01_text.json,opera,Music
1825.0,,"[The Bristol Guide; being a complete ancient and modern history of the city of Bristol ... Fifth edition, revised, etc.]",Sixth edition revised ... by J. M.,Bristol,monographic,lsidyv2adfa6b2,1,002421334,002421334_01_text.json,ode,Poetry
1775.0,,Matilda: a tragedy [in five acts and in verse]. By the author of the Earl of Warwick [T. Francklin],,London,monographic,lsidyv367991fa,1,002422448,002422448_01_text.json,tragedy,Drama
1824.0,Simpkin & Co.,"The Last Military Operations of General Riego; also, the manner in which he was betrayed and treated until imprisoned at Madrid: to which is added, a narrative of the sufferings of the author in prison",,London,monographic,lsidyv32cbe1e6,1,002424316,002424316_01_text.json,opera,Music
1864.0,,"German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena",,London,monographic,lsidyv3c095ef7,2,002437243,002437243_01_text.json,song,Music
1865.0,,"[German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena.]",[Another edition.],London,monographic,lsidyv3bbef05f,1,002437244,002437244_01_text.json,song,Music
