wikidata_id,latitude,longitude
Q716658,50.854722,-0.554722
Q213474,51.8168,-0.8124
Q213474,51.8168,-0.8124
Q806160,52.061389,-1.339167
Q806160,52.061389,-1.339167
Q54212,53.553611,-1.478889
Q54212,53.553611,-1.478889
Q671892,54.116667,-3.216667
Q810847,53.716,-1.627
Q208257,52.134444,-0.463056
Q208257,52.134444,-0.463056
Q2484521,50.83,0.15
Q2484521,50.83,0.15
Q851718,53.845,-0.427
Q251903,51.9,-1.15
Q251903,51.9,-1.15
Q1234840,51.0162,-4.2171
Q2256,52.48,-1.9025
Q184579,53.583333,-2.433333
Q184579,53.583333,-2.433333
Q311975,52.9746,-0.0214
Q22905,53.794,-1.751
Q22905,53.794,-1.751
Q527391,54.088,-0.2004
Q131491,50.824167,-0.133889
Q23154,51.45,-2.583333
Q23154,51.45,-2.583333
Q23154,51.45,-2.583333
Q195955,52.0,-1.0
Q195955,52.0,-1.0
Q209096,53.788889,-2.248056
Q209096,53.788889,-2.248056
Q764754,52.246667,0.7125
Q971223,53.259,-1.911
Q29303,51.278333,1.0775
Q29303,51.278333,1.0775
Q192896,54.883333,-2.95
Q192896,54.883333,-2.95
Q210985,51.7361,0.4798
Q206988,51.896519,-2.078428
Q206988,51.896519,-2.078428
Q771986,51.641944,-2.675
Q823600,53.235833,-1.4275
Q207639,50.8365,-0.7792
Q1065474,51.94,-1.55
Q26385615,51.251015,-1.508298
Q852772,51.719,-1.968
Q43475,52.916667,-1.466667
Q1026699,51.353,-1.994
Q1026699,51.353,-1.994
Q525508,53.683333,-1.633333
Q1229288,52.3812,1.1079
Q58900,53.516,-1.133
Q611046,54.005,-0.438
Q179815,54.783333,-1.566667
Q208262,50.766389,0.286111
Q134672,50.721539,-3.533108
Q1007093,50.62,-3.413
Q478029,50.15,-5.066667
Q663599,51.657,-1.586
Q616587,52.222069,1.343419
Q1242441,51.2279,-2.3215
Q383912,53.4435,-1.9489
Q1000740,53.699217,-0.869172
Q846683,52.918056,-0.638056
Q676689,51.441667,0.368611
Q179385,51.48,0.0
Q213465,51.2354,-0.5746
Q1570884,52.342,1.506
Q29245,50.85,0.57
Q177544,51.062,-0.325
Q2080165,53.4474,-2.082
Q184775,52.059444,1.155556
Q9679,50.666667,-1.266667
Q535902,54.0084,-1.467
Q205905,54.047,-2.801
Q546635,52.292,-1.537
Q546635,52.292,-1.537
Q39121,53.799722,-1.549167
Q39121,53.799722,-1.549167
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q2588021,53.4975,-2.515
Q2462645,51.9165,-0.6617
Q180057,53.25,-0.55
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q213180,51.271667,0.529444
Q213180,51.271667,0.529444
Q18125,53.466667,-2.233333
Q18125,53.466667,-2.233333
Q640981,54.7128,-3.4926
Q171866,54.573889,-1.233333
Q736785,55.1675,-1.690833
Q1077003,53.067,-2.522
Q655874,51.4009,-1.3235
Q1973774,54.21,-5.882
Q1020231,52.087,-0.722
Q192240,52.233333,-0.9
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q2009813,53.259,-2.518
Q41262,52.955,-1.149167
Q175632,52.523,-1.4683
Q1020958,53.5665,-2.8869
Q1009221,52.8598,-3.0538
Q34217,51.751944,-1.257778
Q34217,51.751944,-1.257778
Q34217,51.751944,-1.257778
Q798906,54.6648,-2.7548
Q798906,54.6648,-2.7548
Q208209,50.087778,-5.547778
Q1021164,51.703,-3.041
Q72259,50.805833,-1.087222
Q184090,53.759444,-2.698056
Q184090,53.759444,-2.698056
Q21496716,51.454167,-0.973056
Q21496716,51.454167,-0.973056
Q1010210,50.233,-5.224
Q1009324,54.403611,-1.737222
Q474605,53.6136,-2.161
Q2057705,51.913889,-2.586944
Q623765,52.37,-1.26
Q1009316,53.328,-2.712
Q160642,51.074,-1.7936
Q1003196,51.441111,0.760833
Q42448,53.3825,-1.471944
Q188304,54.9,-1.380278
Q188304,54.9,-1.380278
Q201970,52.708056,-2.754444
Q995647,50.68,-3.239
Q868647,53.646944,-3.008056
Q6226,51.755,-0.336
Q1018225,52.227778,-0.266667
Q826782,52.8066,-2.1171
Q826782,52.8066,-2.1171
Q285323,51.433314,-0.497381
Q1000662,52.6556,-0.4837
Q989418,54.57,-1.32
Q281749,51.744167,-2.215
Q281749,51.744167,-2.215
Q200942,51.558333,-1.781111
Q668262,50.545,-4.15
Q1007106,50.43216,-3.68391
Q216638,53.6801,-1.492
Q216638,53.6801,-1.492
Q504530,52.58,-1.98
Q215733,53.38732,-2.60288
Q24666019,52.28,-1.59
Q2598,51.655278,-0.395833
Q845623,51.346111,-2.976944
Q661619,50.613056,-2.456944
Q661619,50.613056,-2.456944
Q852778,54.4858,-0.6206
Q1012481,54.548,-3.5855
Q1012481,54.548,-3.5855
Q2227457,54.823,-3.159
Q1226004,51.1648,-3.3087
Q172157,51.063333,-1.308611
Q464955,51.483333,-0.6
Q990166,51.78,-1.49
Q1006232,51.4961,0.0681
Q1006232,51.4961,0.0681
Q1646181,52.191111,-2.222222
Q904472,51.94677,-3.39086
Q6497774,51.5072,-3.5784
Q779813,52.084169,-4.657919
Q23051,51.616667,-3.95
Q558878,51.671389,-4.699444
Q496368,53.0463,-2.9932
Q1009331,56.116667,-3.8
Q630668,56.561386,-2.585706
Q640073,55.6432,-4.8097
Q45848,56.73,-2.655278
Q1012047,56.3194,-3.01155
Q1012047,56.3194,-3.01155
Q123709,56.464,-2.97
Q23436,55.95,-3.198889
Q23436,55.95,-3.198889
Q841074,57.646389,-3.315278
Q1010531,57.6,-3.61673
Q4093,55.86,-4.25
Q4093,55.86,-4.25
Q217831,55.95,-4.766667
Q160493,57.483889,-4.225833
Q654945,55.5985,-2.4336
Q691685,56.110731,-3.167369
Q420303,56.708,-2.467
Q203000,56.395278,-3.431667
Q1016944,57.5091,-1.7832
Q207736,56.338889,-2.798889
Q1002177,56.96,-2.21
Q1012502,58.454,-3.089
Q193452,54.349444,-6.654444
Q805451,54.862,-6.268
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q1108185,55.133,-6.661
Q1024917,54.322,-5.703
,,
Q163584,54.991667,-7.341667
Q163584,54.991667,-7.341667
Q163584,54.991667,-7.341667
Q269980,54.175556,-6.349167
Q269980,54.175556,-6.349167
Q510513,54.59,-7.29
Q768714,54.421,-6.45824
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q1012025,52.215,-1.876
Q716658,50.854722,-0.554722
Q213474,51.8168,-0.8124
Q213474,51.8168,-0.8124
Q806160,52.061389,-1.339167
Q806160,52.061389,-1.339167
Q54212,53.553611,-1.478889
Q54212,53.553611,-1.478889
Q810847,53.716,-1.627
Q208257,52.134444,-0.463056
Q208257,52.134444,-0.463056
Q2484521,50.83,0.15
Q2484521,50.83,0.15
Q851718,53.845,-0.427
Q251903,51.9,-1.15
Q251903,51.9,-1.15
Q2256,52.48,-1.9025
Q184579,53.583333,-2.433333
Q184579,53.583333,-2.433333
Q22905,53.794,-1.751
Q22905,53.794,-1.751
Q527391,54.088,-0.2004
Q914040,50.733333,-2.766667
Q183296,53.707,-1.794
Q131491,50.824167,-0.133889
Q23154,51.45,-2.583333
Q23154,51.45,-2.583333
Q195955,52.0,-1.0
Q195955,52.0,-1.0
Q209096,53.788889,-2.248056
Q209096,53.788889,-2.248056
Q20888153,52.81568,-1.61543
Q764754,52.246667,0.7125
Q971223,53.259,-1.911
Q29303,51.278333,1.0775
Q29303,51.278333,1.0775
Q192896,54.883333,-2.95
Q210985,51.7361,0.4798
Q206988,51.896519,-2.078428
Q206988,51.896519,-2.078428
Q823600,53.235833,-1.4275
Q207639,50.8365,-0.7792
Q1065474,51.94,-1.55
Q26385615,51.251015,-1.508298
Q852772,51.719,-1.968
Q2213391,51.3727,-0.1099
Q1007083,50.350278,-3.578611
Q43475,52.916667,-1.466667
Q1026699,51.353,-1.994
Q1229288,52.3812,1.1079
Q611046,54.005,-0.438
Q208262,50.766389,0.286111
Q1007093,50.62,-3.413
Q478029,50.15,-5.066667
Q616587,52.222069,1.343419
Q1242441,51.2279,-2.3215
Q383912,53.4435,-1.9489
Q846683,52.918056,-0.638056
Q676689,51.441667,0.368611
Q179385,51.48,0.0
Q213465,51.2354,-0.5746
Q1570884,52.342,1.506
Q1575653,53.0246,-2.1729
Q29245,50.85,0.57
Q990253,51.536111,-0.902778
Q177544,51.062,-0.325
Q128147,53.744444,-0.3325
Q2080165,53.4474,-2.082
Q184775,52.059444,1.155556
Q776556,50.7271,-1.1618
Q994575,54.326,-2.745
Q535902,54.0084,-1.467
Q205905,54.047,-2.801
Q546635,52.292,-1.537
Q546635,52.292,-1.537
Q39121,53.799722,-1.549167
Q39121,53.799722,-1.549167
Q39121,53.799722,-1.549167
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q2588021,53.4975,-2.515
Q2462645,51.9165,-0.6617
Q180057,53.25,-0.55
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q213180,51.271667,0.529444
Q213180,51.271667,0.529444
Q18125,53.466667,-2.233333
Q18125,53.466667,-2.233333
Q640981,54.7128,-3.4926
Q640981,54.7128,-3.4926
Q171866,54.573889,-1.233333
Q736785,55.1675,-1.690833
Q1077003,53.067,-2.522
Q1077003,53.067,-2.522
Q655874,51.4009,-1.3235
Q1973774,54.21,-5.882
Q1027134,52.7691,-2.3787
Q1020231,52.087,-0.722
Q192240,52.233333,-0.9
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q2009813,53.259,-2.518
Q175632,52.523,-1.4683
Q1020958,53.5665,-2.8869
Q798906,54.6648,-2.7548
Q798906,54.6648,-2.7548
Q208209,50.087778,-5.547778
Q1021164,51.703,-3.041
Q72259,50.805833,-1.087222
Q184090,53.759444,-2.698056
Q184090,53.759444,-2.698056
Q736439,51.343911,1.404031
Q21496716,51.454167,-0.973056
Q21496716,51.454167,-0.973056
Q1010210,50.233,-5.224
Q1009324,54.403611,-1.737222
Q2057705,51.913889,-2.586944
Q623765,52.37,-1.26
Q1009316,53.328,-2.712
Q160642,51.074,-1.7936
Q1003196,51.441111,0.760833
Q42448,53.3825,-1.471944
Q279000,54.995,-1.43
Q201970,52.708056,-2.754444
Q201970,52.708056,-2.754444
Q995647,50.68,-3.239
Q6226,51.755,-0.336
Q1018225,52.227778,-0.266667
Q826782,52.8066,-2.1171
Q285323,51.433314,-0.497381
Q1000662,52.6556,-0.4837
Q989418,54.57,-1.32
Q281749,51.744167,-2.215
Q281749,51.744167,-2.215
Q200942,51.558333,-1.781111
Q668262,50.545,-4.15
Q1327770,53.713,-2.096
Q1327770,53.713,-2.096
Q1007106,50.43216,-3.68391
Q216638,53.6801,-1.492
Q504530,52.58,-1.98
Q215733,53.38732,-2.60288
Q24666019,52.28,-1.59
Q2598,51.655278,-0.395833
Q845623,51.346111,-2.976944
Q661619,50.613056,-2.456944
Q661619,50.613056,-2.456944
Q852778,54.4858,-0.6206
Q1012481,54.548,-3.5855
Q1012481,54.548,-3.5855
Q2227457,54.823,-3.159
Q1226004,51.1648,-3.3087
Q464955,51.483333,-0.6
Q990166,51.78,-1.49
Q1006232,51.4961,0.0681
Q1006232,51.4961,0.0681
Q1646181,52.191111,-2.222222
Q1646181,52.191111,-2.222222
Q921984,50.7048,-1.495
Q904472,51.94677,-3.39086
Q6497774,51.5072,-3.5784
Q779813,52.084169,-4.657919
Q23051,51.616667,-3.95
Q558878,51.671389,-4.699444
Q496368,53.0463,-2.9932
Q1009331,56.116667,-3.8
Q630668,56.561386,-2.585706
Q640073,55.6432,-4.8097
Q45848,56.73,-2.655278
Q1012047,56.3194,-3.01155
Q1012047,56.3194,-3.01155
Q123709,56.464,-2.97
Q123709,56.464,-2.97
Q123709,56.464,-2.97
Q23436,55.95,-3.198889
Q23436,55.95,-3.198889
Q841074,57.646389,-3.315278
Q1010531,57.6,-3.61673
Q217831,55.95,-4.766667
Q160493,57.483889,-4.225833
Q1012401,55.477,-2.546
Q654945,55.5985,-2.4336
Q691685,56.110731,-3.167369
Q420303,56.708,-2.467
Q1016944,57.5091,-1.7832
Q207736,56.338889,-2.798889
Q1002177,56.96,-2.21
Q1012502,58.454,-3.089
Q193452,54.349444,-6.654444
Q805451,54.862,-6.268
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q1108185,55.133,-6.661
Q1024917,54.322,-5.703
Q163584,54.991667,-7.341667
Q163584,54.991667,-7.341667
Q163584,54.991667,-7.341667
Q269980,54.175556,-6.349167
Q269980,54.175556,-6.349167
Q510513,54.59,-7.29
Q768714,54.421,-6.45824
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q609161,51.833056,-3.017222
Q1012025,52.215,-1.876
Q716658,50.854722,-0.554722
Q213474,51.8168,-0.8124
Q806160,52.061389,-1.339167
Q806160,52.061389,-1.339167
Q54212,53.553611,-1.478889
Q54212,53.553611,-1.478889
Q810847,53.716,-1.627
Q208257,52.134444,-0.463056
Q208257,52.134444,-0.463056
Q2484521,50.83,0.15
Q851718,53.845,-0.427
Q251903,51.9,-1.15
Q251903,51.9,-1.15
Q2256,52.48,-1.9025
Q188313,53.7449,-2.4769
Q184579,53.583333,-2.433333
Q311975,52.9746,-0.0214
Q22905,53.794,-1.751
Q22905,53.794,-1.751
Q914015,51.128,-2.993
Q527391,54.088,-0.2004
Q914040,50.733333,-2.766667
Q183296,53.707,-1.794
Q131491,50.824167,-0.133889
Q131491,50.824167,-0.133889
Q23154,51.45,-2.583333
Q23154,51.45,-2.583333
Q195955,52.0,-1.0
Q195955,52.0,-1.0
Q209096,53.788889,-2.248056
Q209096,53.788889,-2.248056
Q20888153,52.81568,-1.61543
Q764754,52.246667,0.7125
Q971223,53.259,-1.911
Q29303,51.278333,1.0775
Q29303,51.278333,1.0775
Q192896,54.883333,-2.95
Q210985,51.7361,0.4798
Q206988,51.896519,-2.078428
Q823600,53.235833,-1.4275
Q207639,50.8365,-0.7792
Q1065474,51.94,-1.55
Q2078535,53.653,-2.632
Q26385615,51.251015,-1.508298
Q852772,51.719,-1.968
Q2213391,51.3727,-0.1099
Q1007083,50.350278,-3.578611
Q1026699,51.353,-1.994
Q525508,53.683333,-1.633333
Q525508,53.683333,-1.633333
Q611046,54.005,-0.438
Q179815,54.783333,-1.566667
Q208262,50.766389,0.286111
Q1007093,50.62,-3.413
Q478029,50.15,-5.066667
Q616587,52.222069,1.343419
Q1242441,51.2279,-2.3215
Q846683,52.918056,-0.638056
Q676689,51.441667,0.368611
Q179385,51.48,0.0
Q1570884,52.342,1.506
Q1575653,53.0246,-2.1729
Q3495335,50.852819,0.54165
Q3495335,50.852819,0.54165
Q990253,51.536111,-0.902778
Q177544,51.062,-0.325
Q201812,53.645,-1.779722
Q2080165,53.4474,-2.082
Q776556,50.7271,-1.1618
Q2281103,52.341,-1.566
Q535902,54.0084,-1.467
Q205905,54.047,-2.801
Q546635,52.292,-1.537
Q39121,53.799722,-1.549167
Q39121,53.799722,-1.549167
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q2462645,51.9165,-0.6617
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q18125,53.466667,-2.233333
Q2569076,52.54,0.07
Q640981,54.7128,-3.4926
Q171866,54.573889,-1.233333
Q736785,55.1675,-1.690833
Q1077003,53.067,-2.522
Q655874,51.4009,-1.3235
Q655874,51.4009,-1.3235
Q1027134,52.7691,-2.3787
Q1020231,52.087,-0.722
Q192240,52.233333,-0.9
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q2009813,53.259,-2.518
Q41262,52.955,-1.149167
Q175632,52.523,-1.4683
Q34217,51.751944,-1.257778
Q798906,54.6648,-2.7548
Q798906,54.6648,-2.7548
Q208209,50.087778,-5.547778
Q172438,52.583333,-0.25
Q184090,53.759444,-2.698056
Q184090,53.759444,-2.698056
Q736439,51.343911,1.404031
Q21496716,51.454167,-0.973056
Q21496716,51.454167,-0.973056
Q1009324,54.403611,-1.737222
Q1009324,54.403611,-1.737222
Q2057705,51.913889,-2.586944
Q1009316,53.328,-2.712
Q160642,51.074,-1.7936
Q743521,54.283333,-0.4
Q1003196,51.441111,0.760833
Q42448,53.3825,-1.471944
Q279000,54.995,-1.43
Q279000,54.995,-1.43
Q995647,50.68,-3.239
Q6226,51.755,-0.336
Q1018225,52.227778,-0.266667
Q826782,52.8066,-2.1171
Q826782,52.8066,-2.1171
Q1000662,52.6556,-0.4837
Q989418,54.57,-1.32
Q281749,51.744167,-2.215
Q281749,51.744167,-2.215
Q200942,51.558333,-1.781111
Q200942,51.558333,-1.781111
Q668262,50.545,-4.15
Q2274623,52.311111,-2.593611
Q2094727,51.75,-0.97
Q1327770,53.713,-2.096
Q1327770,53.713,-2.096
Q216638,53.6801,-1.492
Q216638,53.6801,-1.492
Q504530,52.58,-1.98
Q215733,53.38732,-2.60288
Q2598,51.655278,-0.395833
Q845623,51.346111,-2.976944
Q661619,50.613056,-2.456944
Q661619,50.613056,-2.456944
Q852778,54.4858,-0.6206
Q1012481,54.548,-3.5855
Q2227457,54.823,-3.159
Q1226004,51.1648,-3.3087
Q464955,51.483333,-0.6
Q990166,51.78,-1.49
Q1006232,51.4961,0.0681
Q1006232,51.4961,0.0681
Q904472,51.94677,-3.39086
Q6497774,51.5072,-3.5784
Q996492,53.32,-3.82
Q558878,51.671389,-4.699444
Q496368,53.0463,-2.9932
Q1009331,56.116667,-3.8
Q564495,54.983,-3.266
Q630668,56.561386,-2.585706
Q640073,55.6432,-4.8097
Q45848,56.73,-2.655278
Q1012047,56.3194,-3.01155
Q1012047,56.3194,-3.01155
Q123709,56.464,-2.97
Q123709,56.464,-2.97
Q23436,55.95,-3.198889
Q23436,55.95,-3.198889
Q841074,57.646389,-3.315278
Q1010531,57.6,-3.61673
Q217831,55.95,-4.766667
Q160493,57.483889,-4.225833
Q1012401,55.477,-2.546
Q691685,56.110731,-3.167369
Q213485,60.154167,-1.148611
Q213485,60.154167,-1.148611
Q420303,56.708,-2.467
Q1016944,57.5091,-1.7832
Q207736,56.338889,-2.798889
Q1002177,56.96,-2.21
Q1012502,58.454,-3.089
Q805451,54.862,-6.268
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q1108185,55.133,-6.661
Q1024917,54.322,-5.703
Q163584,54.991667,-7.341667
Q163584,54.991667,-7.341667
Q1702713,54.4647,-6.33222
Q269980,54.175556,-6.349167
Q510513,54.59,-7.29
Q768714,54.421,-6.45824
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q609161,51.833056,-3.017222
Q1012025,52.215,-1.876
Q716658,50.854722,-0.554722
Q213474,51.8168,-0.8124
Q806160,52.061389,-1.339167
Q806160,52.061389,-1.339167
Q54212,53.553611,-1.478889
Q54212,53.553611,-1.478889
Q810847,53.716,-1.627
Q208257,52.134444,-0.463056
Q2484521,50.83,0.15
Q851718,53.845,-0.427
Q146732,51.4589,0.1384
Q251903,51.9,-1.15
Q251903,51.9,-1.15
Q2256,52.48,-1.9025
Q188313,53.7449,-2.4769
Q170377,53.816667,-3.05
Q327300,52.951,1.023
Q644530,50.8615,-2.1627
Q886899,55.126,-1.514
Q184579,53.583333,-2.433333
Q311975,52.9746,-0.0214
Q22905,53.794,-1.751
Q22905,53.794,-1.751
Q527391,54.088,-0.2004
Q183296,53.707,-1.794
Q131491,50.824167,-0.133889
Q23154,51.45,-2.583333
Q23154,51.45,-2.583333
Q23154,51.45,-2.583333
Q195955,52.0,-1.0
Q195955,52.0,-1.0
Q209096,53.788889,-2.248056
Q209096,53.788889,-2.248056
Q20888153,52.81568,-1.61543
Q764754,52.246667,0.7125
Q971223,53.259,-1.911
Q971223,53.259,-1.911
Q192896,54.883333,-2.95
Q210985,51.7361,0.4798
Q206988,51.896519,-2.078428
Q206988,51.896519,-2.078428
Q771986,51.641944,-2.675
Q823600,53.235833,-1.4275
Q1065474,51.94,-1.55
Q26385615,51.251015,-1.508298
Q241684,54.6613,-3.362
Q2213391,51.3727,-0.1099
Q525508,53.683333,-1.633333
Q525508,53.683333,-1.633333
Q1229288,52.3812,1.1079
Q611046,54.005,-0.438
Q179815,54.783333,-1.566667
Q208262,50.766389,0.286111
Q1007093,50.62,-3.413
Q478029,50.15,-5.066667
Q616587,52.222069,1.343419
Q1000740,53.699217,-0.869172
Q846683,52.918056,-0.638056
Q676689,51.441667,0.368611
Q179385,51.48,0.0
Q213465,51.2354,-0.5746
Q1575653,53.0246,-2.1729
Q3495335,50.852819,0.54165
Q2132464,52.7115,-2.0006
Q3532,51.753333,-0.448611
Q990253,51.536111,-0.902778
Q177544,51.062,-0.325
Q2080165,53.4474,-2.082
Q782155,54.979722,-1.480556
Q2281103,52.341,-1.566
Q535902,54.0084,-1.467
Q205905,54.047,-2.801
Q287590,50.635,-4.354
Q546635,52.292,-1.537
Q39121,53.799722,-1.549167
Q39121,53.799722,-1.549167
Q39121,53.799722,-1.549167
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q83065,52.633333,-1.133333
Q2462645,51.9165,-0.6617
Q180057,53.25,-0.55
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q24826,53.416667,-3.0
Q203889,51.878333,-0.414722
Q18125,53.466667,-2.233333
Q18125,53.466667,-2.233333
Q640981,54.7128,-3.4926
Q171866,54.573889,-1.233333
Q736785,55.1675,-1.690833
Q1077003,53.067,-2.522
Q20972989,53.0765,-0.81
Q1027134,52.7691,-2.3787
Q1020231,52.087,-0.722
Q660484,50.5403,-3.6087
Q192240,52.233333,-0.9
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q130191,52.628056,1.299167
Q2009813,53.259,-2.518
Q41262,52.955,-1.149167
Q175632,52.523,-1.4683
Q34217,51.751944,-1.257778
Q798906,54.6648,-2.7548
Q208209,50.087778,-5.547778
Q203349,50.716667,-1.983333
Q72259,50.805833,-1.087222
Q1976655,53.422,-2.814
Q184090,53.759444,-2.698056
Q184090,53.759444,-2.698056
Q736439,51.343911,1.404031
Q21496716,51.454167,-0.973056
Q21496716,51.454167,-0.973056
Q21496716,51.454167,-0.973056
Q1009324,54.403611,-1.737222
Q2057705,51.913889,-2.586944
Q623765,52.37,-1.26
Q1009316,53.328,-2.712
Q160642,51.074,-1.7936
Q160642,51.074,-1.7936
Q743521,54.283333,-0.4
Q1003196,51.441111,0.760833
Q42448,53.3825,-1.471944
Q279000,54.995,-1.43
Q279000,54.995,-1.43
Q201970,52.708056,-2.754444
Q6226,51.755,-0.336
Q1018225,52.227778,-0.266667
Q826782,52.8066,-2.1171
Q826782,52.8066,-2.1171
Q1000662,52.6556,-0.4837
Q989418,54.57,-1.32
Q281749,51.744167,-2.215
Q281749,51.744167,-2.215
Q188304,54.9,-1.380278
Q200942,51.558333,-1.781111
Q200942,51.558333,-1.781111
Q668262,50.545,-4.15
Q2274623,52.311111,-2.593611
Q2094727,51.75,-0.97
Q1327770,53.713,-2.096
Q1327770,53.713,-2.096
Q1327770,53.713,-2.096
Q265647,51.32,-2.207
Q216638,53.6801,-1.492
Q216638,53.6801,-1.492
Q215733,53.38732,-2.60288
Q24666019,52.28,-1.59
Q2598,51.655278,-0.395833
Q845623,51.346111,-2.976944
Q845623,51.346111,-2.976944
Q661619,50.613056,-2.456944
Q661619,50.613056,-2.456944
Q852778,54.4858,-0.6206
Q636627,52.969,-2.6827
Q2227457,54.823,-3.159
Q1226004,51.1648,-3.3087
Q464955,51.483333,-0.6
Q990166,51.78,-1.49
Q1006232,51.4961,0.0681
Q1006232,51.4961,0.0681
Q1646181,52.191111,-2.222222
Q171923,52.911,-3.596
Q904472,51.94677,-3.39086
Q6497774,51.5072,-3.5784
Q669171,52.5132,-3.3141
Q23051,51.616667,-3.95
Q558878,51.671389,-4.699444
Q1009331,56.116667,-3.8
Q630668,56.561386,-2.585706
Q640073,55.6432,-4.8097
Q45848,56.73,-2.655278
Q1012047,56.3194,-3.01155
Q1012047,56.3194,-3.01155
Q123709,56.464,-2.97
Q23436,55.95,-3.198889
Q23436,55.95,-3.198889
Q23436,55.95,-3.198889
Q841074,57.646389,-3.315278
Q1010531,57.6,-3.61673
Q217831,55.95,-4.766667
Q160493,57.483889,-4.225833
Q1012401,55.477,-2.546
Q691685,56.110731,-3.167369
Q213485,60.154167,-1.148611
Q420303,56.708,-2.467
Q211870,55.85,-4.433333
Q1016944,57.5091,-1.7832
Q1016944,57.5091,-1.7832
Q1818828,55.833333,-5.05
Q207736,56.338889,-2.798889
Q1012502,58.454,-3.089
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q10686,54.596389,-5.93
Q1108185,55.133,-6.661
Q163584,54.991667,-7.341667
Q163584,54.991667,-7.341667
Q269980,54.175556,-6.349167
Q2192709,54.591,-5.68
Q768714,54.421,-6.45824
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
Q84,51.507222,-0.1275
